species	common_name	body_mass_g	body_mass_notes	max_lifespan_yr	max_lifespan_notes	gestation_days	gestation_notes	litter_size	litter_size_notes	age_maturity_days	age_maturity_notes	metabolic_rate_W	metabolic_rate_notes	brain_mass_g	brain_mass_notes	sleep_hr_day	sleep_notes
Nannospalax_galili	Upper Galilee mountains blind mole rat													1.88	González-Suárez et al. 2021 (genus Nannospalax median)		
Nasalis_larvatus	proboscis monkey	12265.65	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Nasalis larvatus	25.1	AnAge build 14 (genomics.senescence.info); exact match: Nasalis larvatus	166.0	AnAge build 14 (genomics.senescence.info); exact match: Nasalis larvatus	1.25	AnAge build 14 (genomics.senescence.info); exact match: Nasalis larvatus	1460.0	AnAge build 14 (genomics.senescence.info); exact match: Nasalis larvatus			95.0409	González-Suárez et al. 2021 [DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett; Lemaitre_et_al_2009_J_Evol_Biol; Tsubio_et_al_2018_NEE]		
Nasua_narica	White-nosed coati	3670.0	AnAge build 14 (genomics.senescence.info); exact match: Nasua narica	26.4	AnAge build 14 (genomics.senescence.info); exact match: Nasua narica	78.0	AnAge build 14 (genomics.senescence.info); exact match: Nasua narica	4.17	AnAge build 14 (genomics.senescence.info); exact match: Nasua narica	712.0	AnAge build 14 (genomics.senescence.info); exact match: Nasua narica	6.733	AnAge build 14 (genomics.senescence.info); exact match: Nasua narica	40.585	González-Suárez et al. 2021 [Jeschke_&_Strayer_2006_GCB; Stankowich_&_Romero_2017_ProcB]		
Neodon_fuscus	Smokey vole																
Neodon_shergylaensis	Shergyla mountain vole																
Neofelis_diardi	Sunda clouded leopard			19.8	AnAge build 14; genus Neofelis (n=1) median used (no species-level data)	89.0	AnAge build 14; genus Neofelis (n=1) median used (no species-level data)	2.0	AnAge build 14; genus Neofelis (n=1) median used (no species-level data)	730.0	AnAge build 14; genus Neofelis (n=1) median used (no species-level data)			71.1836	González-Suárez et al. 2021 (genus Neofelis median)		
Neofelis_nebulosa	Clouded leopard	14945.05	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Neofelis nebulosa	19.8	AnAge build 14 (genomics.senescence.info); exact match: Neofelis nebulosa	89.0	AnAge build 14 (genomics.senescence.info); exact match: Neofelis nebulosa	2.0	AnAge build 14 (genomics.senescence.info); exact match: Neofelis nebulosa	730.0	AnAge build 14 (genomics.senescence.info); exact match: Neofelis nebulosa			71.1836	González-Suárez et al. 2021 [Tsubio_et_al_2018_NEE]		
Neogale_vison	American mink																
Neomonachus_schauinslandi	Hawaiian monk seal																
Neophocaena_asiaeorientalis_sunameri	East Asian finless porpoise			33.0	AnAge build 14; genus Neophocaena (n=1) median used (no species-level data)	320.0	AnAge build 14; genus Neophocaena (n=1) median used (no species-level data)	1.0	AnAge build 14; genus Neophocaena (n=1) median used (no species-level data)	2190.0	AnAge build 14; genus Neophocaena (n=1) median used (no species-level data)						
Neosciurus_carolinensis	gray squirrel																
Neotoma_floridana	Eastern woodrat	249.16	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Neotoma floridana	8.6	AnAge build 14 (genomics.senescence.info); exact match: Neotoma floridana	33.0	AnAge build 14 (genomics.senescence.info); exact match: Neotoma floridana	3.5	AnAge build 14 (genomics.senescence.info); exact match: Neotoma floridana	95.0	AnAge build 14 (genomics.senescence.info); exact match: Neotoma floridana			3.04	González-Suárez et al. 2021 [Mace_et_al_1981_JZool]		
Neotoma_lepida	desert woodrat	112.5	AnAge build 14 (genomics.senescence.info); exact match: Neotoma lepida	10.5	AnAge build 14 (genomics.senescence.info); exact match: Neotoma lepida	33.0	AnAge build 14 (genomics.senescence.info); exact match: Neotoma lepida	3.0	AnAge build 14 (genomics.senescence.info); exact match: Neotoma lepida	76.0	AnAge build 14 (genomics.senescence.info); exact match: Neotoma lepida	0.46	AnAge build 14 (genomics.senescence.info); exact match: Neotoma lepida	2.66	González-Suárez et al. 2021 (genus Neotoma median)		
Neotomodon_alstoni	Mexican volcano mouse	44.64	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); No AnAge data														
Neotragus_moschatus	suni	5639.01	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Neotragus moschatus	13.5	AnAge build 14 (genomics.senescence.info); exact match: Neotragus moschatus	180.0	AnAge build 14 (genomics.senescence.info); exact match: Neotragus moschatus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Neotragus moschatus	183.0	AnAge build 14 (genomics.senescence.info); exact match: Neotragus moschatus			32.7	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett]		
Neotragus_pygmaeus	royal antelope	3913.68	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Neotragus pygmaeus	11.1	AnAge build 14 (genomics.senescence.info); exact match: Neotragus pygmaeus	183.0	AnAge build 14 (genomics.senescence.info); exact match: Neotragus pygmaeus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Neotragus pygmaeus	487.0	AnAge build 14 (genomics.senescence.info); exact match: Neotragus pygmaeus			32.7	González-Suárez et al. 2021 (genus Neotragus median)		
Neovison_vison	American mink	660.0	AnAge build 14 (genomics.senescence.info); exact match: Neovison vison	11.4	AnAge build 14 (genomics.senescence.info); exact match: Neovison vison	42.0	AnAge build 14 (genomics.senescence.info); exact match: Neovison vison	4.5	AnAge build 14 (genomics.senescence.info); exact match: Neovison vison	334.0	AnAge build 14 (genomics.senescence.info); exact match: Neovison vison	2.722	AnAge build 14 (genomics.senescence.info); exact match: Neovison vison	8.7749	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Lemaitre_et_al_2009_J_Evol_Biol; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]		
Noctilio_leporinus	greater bulldog bat	61.0	AnAge build 14 (genomics.senescence.info); exact match: Noctilio leporinus	11.8	AnAge build 14 (genomics.senescence.info); exact match: Noctilio leporinus	35.0	AnAge build 14 (genomics.senescence.info); exact match: Noctilio leporinus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Noctilio leporinus	365.0	AnAge build 14 (genomics.senescence.info); exact match: Noctilio leporinus	0.4	AnAge build 14 (genomics.senescence.info); exact match: Noctilio leporinus	1.26	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Pitnick_et_al_2006_ProcB; Stankowich_&_Romero_2017_ProcB]		
Nomascus_leucogenys	northern white-cheeked gibbon	7320.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Nomascus leucogenys	44.1	AnAge build 14 (genomics.senescence.info); exact match: Nomascus leucogenys	208.0	AnAge build 14 (genomics.senescence.info); exact match: Nomascus leucogenys			3069.0	AnAge build 14 (genomics.senescence.info); exact match: Nomascus leucogenys			131.7	González-Suárez et al. 2021 (genus Nomascus median)		
Nomascus_siki	southern white-cheeked gibbon			45.1	AnAge build 14; genus Nomascus (n=2) median used (no species-level data)	207.5	AnAge build 14; genus Nomascus (n=2) median used (no species-level data)	1.0	AnAge build 14; genus Nomascus (n=2) median used (no species-level data)	3074.5	AnAge build 14; genus Nomascus (n=2) median used (no species-level data)			131.7	González-Suárez et al. 2021 (genus Nomascus median)		
Nyctalus_aviator	birdlike noctule			14.0	AnAge build 14; genus Nyctalus (n=2) median used (no species-level data)	60.0	AnAge build 14; genus Nyctalus (n=2) median used (no species-level data)	1.5	AnAge build 14; genus Nyctalus (n=2) median used (no species-level data)	90.0	AnAge build 14; genus Nyctalus (n=2) median used (no species-level data)			0.36	González-Suárez et al. 2021 (genus Nyctalus median)		
Nyctereutes_procyonoides	raccoon dog	4214.99	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Nyctereutes procyonoides	16.6	AnAge build 14 (genomics.senescence.info); exact match: Nyctereutes procyonoides	61.0	AnAge build 14 (genomics.senescence.info); exact match: Nyctereutes procyonoides	6.0	AnAge build 14 (genomics.senescence.info); exact match: Nyctereutes procyonoides	304.0	AnAge build 14 (genomics.senescence.info); exact match: Nyctereutes procyonoides	9.7117	PanTHERIA v1.0 (Jones et al. 2009); converted from mLO2/hr using 20.1 J/mLO2 (validated vs AnAge: mean ratio 1.007±0.085)	28.5	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Lemaitre_et_al_2009_J_Evol_Biol; Tsubio_et_al_2018_NEE]		
Nycticebus_bengalensis	Bengal slow loris	1128.6	AnAge build 14; genus Nycticebus (n=2) median used (no species-level data)	22.55	AnAge build 14; genus Nycticebus (n=2) median used (no species-level data)	188.0	AnAge build 14; genus Nycticebus (n=2) median used (no species-level data)	1.5	AnAge build 14; genus Nycticebus (n=2) median used (no species-level data)	425.5	AnAge build 14; genus Nycticebus (n=2) median used (no species-level data)	1.504	AnAge build 14; genus Nycticebus (n=2) median used (no species-level data)	13.1261	González-Suárez et al. 2021 [Tsubio_et_al_2018_NEE]		
Nycticebus_coucang	slow loris	1128.6	AnAge build 14 (genomics.senescence.info); exact match: Nycticebus coucang	25.8	AnAge build 14 (genomics.senescence.info); exact match: Nycticebus coucang	188.0	AnAge build 14 (genomics.senescence.info); exact match: Nycticebus coucang	1.0	AnAge build 14 (genomics.senescence.info); exact match: Nycticebus coucang	578.0	AnAge build 14 (genomics.senescence.info); exact match: Nycticebus coucang	1.504	AnAge build 14 (genomics.senescence.info); exact match: Nycticebus coucang	10.733	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Boddy_et_al_2012_J_Evol_Biol; DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett; Lemaitre_et_al_2009_J_Evol_Biol; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]		
Nycticeius_humeralis	evening bat	9.12	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Nycticeius humeralis	6.0	AnAge build 14 (genomics.senescence.info); exact match: Nycticeius humeralis			2.0	AnAge build 14 (genomics.senescence.info); exact match: Nycticeius humeralis	365.0	AnAge build 14 (genomics.senescence.info); exact match: Nycticeius humeralis	0.0599	PanTHERIA v1.0 (Jones et al. 2009); converted from mLO2/hr using 20.1 J/mLO2 (validated vs AnAge: mean ratio 1.007±0.085)				
Ochotona_argentata	Helan Shan pika	109.0	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	8.2	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	30.0	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	4.0	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	275.0	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	0.932	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	2.39	González-Suárez et al. 2021 (genus Ochotona median)		
Ochotona_curzoniae	black-lipped pika	109.0	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	8.2	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	30.0	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	4.0	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	275.0	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	0.932	AnAge build 14; genus Ochotona (n=4) median used (no species-level data)	2.39	González-Suárez et al. 2021 (genus Ochotona median)		
Ochotona_princeps	American pika	109.0	AnAge build 14 (genomics.senescence.info); exact match: Ochotona princeps	7.0	AnAge build 14 (genomics.senescence.info); exact match: Ochotona princeps	30.0	AnAge build 14 (genomics.senescence.info); exact match: Ochotona princeps	3.0	AnAge build 14 (genomics.senescence.info); exact match: Ochotona princeps	347.0	AnAge build 14 (genomics.senescence.info); exact match: Ochotona princeps	0.932	AnAge build 14 (genomics.senescence.info); exact match: Ochotona princeps	2.39	González-Suárez et al. 2021 [Mace_et_al_1981_JZool]		
Octodon_degus	degu	199.6	AnAge build 14 (genomics.senescence.info); exact match: Octodon degus	14.0	AnAge build 14 (genomics.senescence.info); exact match: Octodon degus	90.0	AnAge build 14 (genomics.senescence.info); exact match: Octodon degus	6.0	AnAge build 14 (genomics.senescence.info); exact match: Octodon degus	182.0	AnAge build 14 (genomics.senescence.info); exact match: Octodon degus	0.958	AnAge build 14 (genomics.senescence.info); exact match: Octodon degus	2.08	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett]	7.7	Zepelin et al. 2005 Principles & Practices of Sleep Medicine
Odobenus_rosmarus	walrus	1042996.25	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Odobenus rosmarus			331.0	AnAge build 14 (genomics.senescence.info); exact match: Odobenus rosmarus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Odobenus rosmarus	1745.0	AnAge build 14 (genomics.senescence.info); exact match: Odobenus rosmarus			1388.758	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Odobenus_rosmarus_divergens	Pacific walrus	1042996.25	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Odobenus rosmarus			331.0	AnAge build 14 (genomics.senescence.info); exact match: Odobenus rosmarus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Odobenus rosmarus	1745.0	AnAge build 14 (genomics.senescence.info); exact match: Odobenus rosmarus			1388.758	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Odocoileus_hemionus	mule deer	84560.57	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus	22.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus	207.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus	1.5	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus	478.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus			178.192	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Odocoileus_hemionus_hemionus	mule deer	84560.57	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus	22.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus	207.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus	1.5	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus	478.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus hemionus			178.192	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Odocoileus_virginianus	white-tailed deer	61862.5	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus virginianus	23.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus virginianus	198.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus virginianus	2.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus virginianus	309.0	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus virginianus	123.447	AnAge build 14 (genomics.senescence.info); exact match: Odocoileus virginianus	151.9792	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Lemaitre_et_al_2009_J_Evol_Biol; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]		
Okapia_johnstoni	okapi	230001.14	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Okapia johnstoni	33.5	AnAge build 14 (genomics.senescence.info); exact match: Okapia johnstoni	458.0	AnAge build 14 (genomics.senescence.info); exact match: Okapia johnstoni	1.0	AnAge build 14 (genomics.senescence.info); exact match: Okapia johnstoni	578.0	AnAge build 14 (genomics.senescence.info); exact match: Okapia johnstoni			488.0	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett]		
Ondatra_zibethicus	muskrat	976.3	AnAge build 14 (genomics.senescence.info); exact match: Ondatra zibethicus			26.0	AnAge build 14 (genomics.senescence.info); exact match: Ondatra zibethicus	6.7	AnAge build 14 (genomics.senescence.info); exact match: Ondatra zibethicus	285.0	AnAge build 14 (genomics.senescence.info); exact match: Ondatra zibethicus	4.363	AnAge build 14 (genomics.senescence.info); exact match: Ondatra zibethicus	5.18	González-Suárez et al. 2021 [Mace_et_al_1981_JZool; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]	8.2	Campbell & Tobler 1984 Neurosci Biobehav Rev 8:269-300
